City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Amahai,ID,-3.33,128.92,79.48,84,100,2.84,overcast clouds
335,Show Low,US,34.25,-110.03,45.09,36,0,5.75,clear sky
336,Surt,LY,31.21,16.59,69.24,56,0,8.93,clear sky
337,Tibagi,BR,-24.51,-50.41,71.1,84,100,4.41,overcast clouds
338,Wetaskiwin,CA,52.97,-113.37,34.02,92,19,5.44,few clouds
339,Saint-Georges,GD,12.06,-61.75,85.68,74,20,23.02,few clouds
340,Hualmay,PE,-11.1,-77.61,67.6,74,15,8.93,few clouds
341,Muroto,JP,33.28,134.15,61.03,59,99,7.38,overcast clouds
342,Punta Alta,AR,-38.88,-62.07,71.11,47,6,11.27,clear sky
343,Poum,NC,-20.23,164.02,75.72,79,50,4.27,scattered clouds
344,Tra Vinh,VN,9.93,106.35,77.68,88,96,6.98,overcast clouds
345,Maneromango,TZ,-7.2,38.78,67.06,95,0,2.86,clear sky
346,Leningradskiy,RU,69.38,178.42,1.15,95,87,5.3,overcast clouds
347,Bourail,NC,-21.57,165.48,76.66,70,12,0.87,few clouds
348,Wonosobo,ID,-7.36,109.9,68.41,95,100,1.25,overcast clouds
349,Mareeba,AU,-17.0,145.43,74.12,94,74,2.08,broken clouds
350,Itarema,BR,-2.92,-39.92,80.04,77,85,15.23,overcast clouds
351,Airai,TL,-8.93,125.41,60.69,84,74,2.21,broken clouds
352,Koungou,YT,-12.73,45.2,78.51,83,20,11.5,few clouds
353,Ghanzi,BW,-21.57,21.78,77.77,43,23,14.34,few clouds
354,Igarka,RU,67.47,86.58,-25.4,92,12,5.32,few clouds
355,Pascagoula,US,30.37,-88.56,64.42,68,20,9.01,few clouds
356,Kununurra,AU,-15.77,128.73,78.78,89,82,0.0,broken clouds
357,Nara,JP,34.69,135.8,47.5,77,4,1.9,clear sky
358,Bubaque,GW,11.28,-15.83,83.61,70,58,13.49,broken clouds
359,Choya,RU,52.01,86.55,34.14,80,100,4.0,overcast clouds
360,Itamarandiba,BR,-17.86,-42.86,70.32,83,100,1.7,moderate rain
361,Sibenik,HR,43.73,15.91,58.66,97,84,1.01,moderate rain
362,Coshocton,US,40.27,-81.86,45.46,55,31,1.01,scattered clouds
363,Mandan,US,46.83,-100.89,20.8,88,100,5.75,overcast clouds
364,Ocampo,MX,21.65,-101.5,73.42,19,27,17.38,scattered clouds
365,Miraflores,MX,19.22,-98.81,78.98,36,19,4.54,few clouds
366,Samarai,PG,-10.62,150.67,82.71,76,77,7.92,broken clouds
367,Nhulunbuy,AU,-12.23,136.77,79.41,89,40,3.44,scattered clouds
368,Cortez,US,37.35,-108.59,40.03,49,3,19.1,clear sky
369,Dicabisagan,PH,17.08,122.42,77.43,89,63,3.96,broken clouds
370,Les Cayes,HT,18.2,-73.75,83.59,68,43,4.07,scattered clouds
371,Seoul,KR,37.57,126.98,42.24,87,0,3.44,clear sky
372,Husavik,IS,66.04,-17.34,41.88,93,100,6.08,overcast clouds
373,Douglas,US,41.3,-96.17,33.58,74,100,6.91,overcast clouds
374,Sadat,IN,25.68,83.28,63.27,49,0,4.34,clear sky
375,Sitia,GR,35.2,26.1,62.98,68,71,20.96,broken clouds
376,Salamanca,ES,40.83,-6.0,50.99,94,100,10.07,overcast clouds
377,Tiznit,MA,29.58,-9.5,69.13,25,43,2.66,scattered clouds
378,Elat,IL,29.56,34.95,73.24,64,48,9.22,scattered clouds
379,Sindi,IN,20.8,78.87,61.68,57,0,4.23,clear sky
380,Zaozhuang,CN,34.86,117.55,42.94,56,80,3.87,broken clouds
381,Villanueva,HN,15.32,-88.0,84.04,74,75,11.5,broken clouds
382,Ust-Omchug,RU,61.15,149.63,-17.21,96,97,2.13,overcast clouds
383,Zhangye,CN,38.93,100.45,35.51,22,53,6.64,broken clouds
384,Arlit,NE,18.74,7.39,72.81,15,6,13.2,clear sky
385,Ixtapa,MX,20.7,-105.2,80.22,68,93,5.01,overcast clouds
386,Muyezerskiy,RU,63.93,31.65,32.61,98,100,1.59,overcast clouds
387,Rawson,AR,-43.3,-65.1,73.67,31,20,4.94,few clouds
388,La Rioja,ES,42.25,-2.5,42.58,80,100,6.53,overcast clouds
389,Bagnols-Sur-Ceze,FR,44.16,4.62,57.42,82,100,8.05,overcast clouds
390,Oyama,JP,36.3,139.8,56.59,58,100,5.12,light rain
391,Resistencia,AR,-27.46,-58.98,85.08,21,0,13.8,clear sky
392,Mookane,BW,-23.69,26.66,69.78,63,4,15.32,clear sky
393,Teguise,ES,29.06,-13.56,75.42,21,0,6.91,clear sky
394,Omboue,GA,-1.57,9.26,76.24,88,94,4.94,overcast clouds
395,Hvide Sande,DK,56.0,8.13,47.5,87,2,18.3,clear sky
396,Naze,JP,28.37,129.48,65.32,73,69,12.44,broken clouds
397,Port Blair,IN,11.67,92.75,80.17,82,100,9.13,overcast clouds
398,Sitka,US,57.05,-135.33,43.7,94,100,6.64,moderate rain
399,Scarborough,GB,54.28,-0.4,49.66,92,0,7.31,clear sky
400,Alofi,NU,-19.06,-169.92,76.89,94,100,10.36,light intensity shower rain
401,Coquimbo,CL,-29.95,-71.34,67.73,68,0,14.97,clear sky
402,Sarangani,PH,5.4,125.46,83.91,73,100,13.06,overcast clouds
403,Awbari,LY,26.59,12.78,60.57,37,0,4.47,clear sky
404,Joshimath,IN,30.57,79.57,47.17,79,90,4.36,overcast clouds
405,Eqbaliyeh,IR,35.3,51.54,57.02,44,0,1.19,clear sky
406,Rorvik,NO,64.86,11.24,41.11,93,20,6.91,few clouds
407,Shalya,RU,57.25,58.73,13.82,92,100,8.55,light snow
408,Wahiawa,US,21.5,-158.02,79.86,68,8,11.23,clear sky
409,Nea Kallikratia,GR,40.32,23.07,57.16,75,79,5.77,broken clouds
410,Morondava,MG,-20.28,44.28,78.39,83,47,8.72,moderate rain
411,Maromitsa,RU,59.87,48.01,19.65,80,100,10.85,overcast clouds
412,Najran,SA,17.49,44.13,63.25,38,0,0.51,clear sky
413,Ahuimanu,US,21.44,-157.84,82.85,67,5,7.0,clear sky
414,Qui Nhon,VN,13.77,109.23,75.16,90,99,7.16,overcast clouds
415,Yar-Sale,RU,66.83,70.83,-1.59,90,98,8.21,overcast clouds
416,Elliot Lake,CA,46.38,-82.63,30.52,41,67,3.69,broken clouds
417,Urengoy,RU,65.97,78.37,-10.48,84,100,10.27,overcast clouds
418,Le Moule,GP,16.33,-61.35,82.44,100,67,3.0,broken clouds
419,Ahipara,NZ,-35.17,173.17,66.96,67,26,5.59,scattered clouds
420,Oranjemund,NA,-28.55,16.43,61.57,90,26,7.38,scattered clouds
421,Wawa,NG,9.9,4.42,76.75,33,31,3.65,scattered clouds
422,Lavrentiya,RU,65.58,-171.0,18.79,79,100,4.05,overcast clouds
423,Antipovka,RU,49.83,45.31,28.72,62,6,13.85,clear sky
424,Mao,ES,39.89,4.27,66.76,82,40,9.22,scattered clouds
425,Copiapo,CL,-27.37,-70.33,65.89,18,0,7.83,clear sky
426,Dolores,AR,-36.31,-57.68,71.31,49,88,21.32,overcast clouds
427,Baie-Comeau,CA,49.22,-68.15,33.48,86,100,9.22,overcast clouds
428,Williams Lake,CA,52.14,-122.14,28.06,81,20,6.91,few clouds
429,Sundargarh,IN,22.12,84.03,59.16,57,3,4.07,clear sky
430,Vyartsilya,RU,62.18,30.69,35.62,100,100,3.36,overcast clouds
431,Namibe,AO,-15.2,12.15,66.25,81,6,10.36,clear sky
432,Weligama,LK,5.97,80.42,73.45,91,100,1.99,overcast clouds
433,Excelsior Springs,US,39.34,-94.23,43.57,61,100,5.75,overcast clouds
434,Acheng,CN,45.55,126.98,15.42,95,29,4.92,scattered clouds
435,Voskresenskoye,RU,56.84,45.43,26.82,70,100,13.04,overcast clouds
436,Kushiro,JP,42.98,144.37,37.04,65,100,3.94,overcast clouds
437,Rudsar,IR,37.14,50.29,58.98,82,99,6.38,overcast clouds
438,Rio Claro,BR,-22.41,-47.56,81.07,56,57,3.6,broken clouds
439,Kodinsk,RU,58.69,99.18,-3.68,99,56,2.3,broken clouds
440,Kapuskasing,CA,49.42,-82.43,24.89,80,75,9.22,broken clouds
441,Yerbogachen,RU,61.28,108.01,-19.05,95,7,5.55,clear sky
442,Marawi,PH,8.0,124.29,68.11,92,100,3.06,overcast clouds
443,Diffa,NE,13.32,12.61,75.22,21,9,9.19,clear sky
444,Tuy Hoa,VN,13.08,109.3,74.61,92,76,4.5,broken clouds
445,Klyuchi,RU,52.27,79.17,40.62,75,100,19.08,overcast clouds
446,Barabai,ID,-2.58,115.38,73.53,98,100,1.07,overcast clouds
447,Novo Aripuana,BR,-5.12,-60.38,87.87,58,87,0.76,moderate rain
448,Pelym,RU,61.01,62.0,8.29,89,100,13.2,overcast clouds
449,Kulhudhuffushi,MV,6.62,73.07,81.57,74,100,7.9,overcast clouds
450,Jabinyanah,TN,35.03,10.91,62.4,49,0,9.86,clear sky
451,Polyarnyye Zori,RU,67.37,32.5,23.86,96,98,3.83,overcast clouds
452,Elko,US,41.0,-115.5,30.63,59,25,3.89,scattered clouds
453,Banda Aceh,ID,5.56,95.32,77.7,82,100,5.12,overcast clouds
454,Guanica,PR,17.97,-66.91,85.05,82,65,10.29,broken clouds
455,Nelson Bay,AU,-32.72,152.15,68.09,66,1,8.01,clear sky
456,Solnechnyy,RU,50.72,136.63,15.15,87,8,2.37,clear sky
457,Te Anau,NZ,-45.42,167.72,61.3,60,100,5.86,moderate rain
458,Avera,US,33.19,-82.53,56.37,45,51,9.75,broken clouds
459,Bernalillo,US,35.05,-106.67,51.66,44,61,3.0,broken clouds
460,Bathsheba,BB,13.22,-59.52,84.81,79,40,18.41,scattered clouds
461,Malayal,PH,7.21,121.94,80.13,81,100,3.27,overcast clouds
462,Nome,US,64.5,-165.41,10.58,92,14,4.63,few clouds
463,Mizdah,LY,31.45,12.98,56.62,45,1,2.35,clear sky
464,Belomorsk,RU,64.52,34.77,32.86,92,100,3.76,overcast clouds
465,Nantucket,US,41.28,-70.1,44.15,60,1,15.97,clear sky
466,Salalah,OM,17.02,54.09,75.02,61,4,2.53,clear sky
467,Moree,AU,-29.47,149.85,64.83,59,0,9.01,clear sky
468,Cayenne,GF,4.93,-52.33,84.24,74,0,11.5,clear sky
469,Vaitape,PF,-16.52,-151.75,78.58,78,100,8.77,overcast clouds
470,Quirinopolis,BR,-18.45,-50.45,86.32,42,84,1.68,broken clouds
471,Makakilo City,US,21.35,-158.09,81.68,64,3,14.61,clear sky
472,Afogados Da Ingazeira,BR,-7.75,-37.64,85.39,38,92,4.97,overcast clouds
473,Nokaneng,BW,-19.67,22.27,81.14,41,49,9.64,scattered clouds
474,Boueni,YT,-12.9,45.08,78.78,81,1,10.54,clear sky
475,Fort Frances,CA,48.6,-93.4,28.17,78,100,10.36,overcast clouds
476,Hobyo,SO,5.35,48.53,79.99,72,8,12.86,clear sky
477,Krasnoselkup,RU,65.7,82.47,-15.39,88,44,9.89,scattered clouds
478,Bilibino,RU,68.05,166.44,-15.12,100,98,3.27,overcast clouds
479,Mega,ET,4.05,38.3,61.45,76,69,6.85,broken clouds
480,Zaykovo,RU,57.56,62.76,17.47,92,100,12.64,light snow
481,Qaqortoq,GL,60.72,-46.03,25.36,83,97,5.46,overcast clouds
482,Rincon,US,32.3,-81.24,59.92,73,100,6.8,overcast clouds
483,Oriximina,BR,-1.77,-55.87,91.08,46,58,6.64,broken clouds
484,Partizansk,RU,43.13,133.13,27.14,72,15,3.15,few clouds
485,Brus Laguna,HN,15.75,-84.48,83.68,68,28,5.5,light rain
486,Lasa,IT,46.62,10.7,39.02,86,49,0.47,scattered clouds
487,Waingapu,ID,-9.66,120.26,80.01,82,78,3.0,broken clouds
488,Ambon,ID,-3.7,128.18,78.24,15,40,4.61,scattered clouds
489,Bukan,IR,36.52,46.21,43.61,49,0,5.06,clear sky
490,Atambua,ID,-9.11,124.89,75.25,86,66,2.93,broken clouds
491,Kavaratti,IN,10.57,72.64,79.68,81,98,8.79,overcast clouds
492,Kamalia,PK,30.73,72.65,59.56,65,1,8.5,clear sky
493,Grand-Santi,GF,4.25,-54.38,82.26,65,100,3.51,overcast clouds
494,Chitipa,MW,-9.7,33.27,72.66,46,95,2.13,overcast clouds
495,Diego De Almagro,CL,-26.37,-70.05,80.78,14,0,13.71,clear sky
496,General Pico,AR,-35.66,-63.76,77.68,29,0,15.01,clear sky
497,Yeniseysk,RU,58.45,92.17,26.44,96,100,7.09,light snow
498,Bhuban,IN,20.88,85.83,63.01,60,2,3.27,clear sky
499,Pathein,MM,16.78,94.73,72.95,79,100,3.56,overcast clouds
500,Katsuura,JP,35.13,140.3,57.61,85,100,12.77,overcast clouds
501,Luang Prabang,LA,19.89,102.13,70.54,92,78,0.85,broken clouds
502,Praya,CV,14.92,-23.51,77.54,69,20,11.5,few clouds
503,Kailua,US,21.4,-157.74,83.14,68,4,7.0,clear sky
504,Lodja,CD,-3.48,23.43,68.9,95,72,1.45,light rain
505,Mamaku,NZ,-38.1,176.08,61.77,49,0,2.86,clear sky
506,Burnie,AU,-41.07,145.92,43.95,72,65,14.52,broken clouds
507,Hovd,MN,48.01,91.64,22.42,39,0,4.65,clear sky
508,Knysna,ZA,-34.04,23.05,72.39,42,99,7.74,overcast clouds
509,Viedma,AR,-40.81,-63.0,76.46,23,100,8.81,overcast clouds
510,Zyryanovsk,KZ,49.74,84.27,32.76,73,100,1.74,overcast clouds
511,North Myrtle Beach,US,33.82,-78.68,58.05,61,86,5.01,overcast clouds
512,Tazmalt,DZ,36.39,4.4,60.3,69,4,1.63,clear sky
513,Sesori,SV,13.72,-88.37,86.05,62,70,1.48,broken clouds
514,Saint-Pierre,RE,-21.34,55.48,71.28,68,20,14.97,few clouds
515,Honningsvag,NO,70.98,25.97,37.15,87,75,21.85,broken clouds
516,Goderich,CA,43.75,-81.72,35.91,86,100,4.61,light snow
517,Warrnambool,AU,-38.38,142.48,49.39,66,100,16.89,overcast clouds
518,Axim,GH,4.87,-2.24,78.91,84,100,7.25,overcast clouds
519,Boddam,GB,57.47,-1.78,50.49,85,98,23.98,overcast clouds
520,North Bend,US,43.41,-124.22,56.16,88,0,1.99,clear sky
521,Humaita,BR,-7.51,-63.02,78.6,82,86,4.88,moderate rain
522,Dogondoutchi,NE,13.64,4.03,79.25,16,4,8.86,clear sky
523,Lodeynoye Pole,RU,60.73,33.55,34.59,94,100,5.73,overcast clouds
524,Pedernales,DO,18.04,-71.74,83.52,69,10,5.35,clear sky
525,Andros Town,BS,24.7,-77.77,82.36,69,2,10.25,clear sky
526,Hermon,US,44.81,-68.91,36.48,57,13,1.99,few clouds
527,Manakara,MG,-22.13,48.02,71.2,90,100,5.06,light rain
528,Koshurnikovo,RU,54.17,93.3,21.56,95,100,2.59,overcast clouds
529,Ushumun,RU,52.78,126.53,7.77,99,95,3.71,overcast clouds
530,Vanimo,PG,-2.67,141.3,76.44,92,100,4.41,heavy intensity rain
531,Baghdad,IQ,33.34,44.4,58.91,77,1,1.14,clear sky
532,Dauphin,CA,51.15,-100.05,15.94,79,100,2.3,overcast clouds
533,Taltal,CL,-25.4,-70.48,67.21,65,24,4.29,few clouds
534,Sweetwater,US,25.76,-80.37,84.02,72,91,1.99,overcast clouds
535,Rudnogorsk,RU,57.26,103.75,7.92,98,76,1.99,broken clouds
536,Bosanska Krupa,BA,44.88,16.15,47.52,96,99,1.07,overcast clouds
537,Ipanema,BR,-30.14,-51.22,84.18,40,40,19.57,scattered clouds
538,Afonso Bezerra,BR,-5.5,-36.51,83.86,55,31,18.37,scattered clouds
539,America Dourada,BR,-11.46,-41.44,78.51,52,80,7.74,broken clouds
540,Oxford,GB,51.75,-1.26,53.19,96,20,5.75,few clouds
541,Meulaboh,ID,4.14,96.13,75.02,92,100,4.56,overcast clouds
542,Santa Rosa Del Sur,CO,7.96,-74.05,76.06,88,72,1.88,broken clouds
543,Cam Ranh,VN,11.92,109.16,78.76,89,40,4.61,scattered clouds
544,Tobermory,CA,45.25,-81.67,35.02,51,100,7.54,overcast clouds
545,Yatou,CN,37.15,122.38,41.85,58,0,5.61,clear sky
546,Jimenez,MX,28.33,-105.4,67.64,30,4,8.46,clear sky
547,Miri,MY,4.41,114.01,73.54,94,40,4.61,light rain
548,Valle De Allende,MX,26.93,-105.4,69.89,21,10,8.16,clear sky
549,San Juan Tecuaco,GT,14.08,-90.26,81.93,69,87,5.64,overcast clouds
550,Gribanovskiy,RU,51.46,41.98,28.26,65,4,11.03,clear sky
551,Atikokan,CA,48.76,-91.62,24.82,91,100,8.19,light snow
552,Lamu,KE,-2.27,40.9,80.82,83,100,6.98,overcast clouds
553,Orgita,EE,58.92,24.45,41.59,99,30,5.1,scattered clouds
554,Jacksonville,US,30.33,-81.66,69.1,83,75,10.36,broken clouds
555,Nuuk,GL,64.18,-51.72,29.01,93,100,11.5,overcast clouds
556,Eureka,US,40.8,-124.16,59.2,85,0,1.01,clear sky
557,Maumere,ID,-8.62,122.21,80.8,82,55,3.38,broken clouds
558,Constitucion,CL,-35.33,-72.42,65.34,67,8,17.58,clear sky
559,Sri Aman,MY,1.24,111.46,73.08,99,100,0.67,overcast clouds
560,Churapcha,RU,62.0,132.43,-31.29,100,97,7.2,overcast clouds
561,Richards Bay,ZA,-28.78,32.04,65.43,81,8,2.57,clear sky
562,Khasan,RU,42.43,130.64,35.38,63,94,10.49,overcast clouds
563,Vila,PT,42.03,-8.16,48.7,89,100,8.63,overcast clouds
564,Ankazoabo,MG,-22.28,44.52,72.72,80,99,4.63,light rain
565,Horta,PT,38.53,-28.63,66.02,81,75,7.0,broken clouds
566,Coahuayana,MX,18.73,-103.68,86.5,60,88,5.3,overcast clouds
567,Balikpapan,ID,-1.27,116.83,74.39,100,40,4.61,moderate rain
568,Mae Hong Son,TH,19.3,97.97,69.73,86,100,1.68,overcast clouds
569,Antalaha,MG,-14.9,50.28,70.11,90,8,5.19,clear sky
570,Maragogi,BR,-9.01,-35.22,76.75,85,23,9.44,few clouds
571,Dirba,IN,30.07,75.98,66.38,55,76,5.59,broken clouds
572,Shingu,JP,33.73,135.98,50.02,74,52,5.95,broken clouds
573,Olinda,BR,-8.01,-34.86,79.3,77,46,10.11,scattered clouds
574,Wilmington,US,34.23,-77.94,57.0,56,100,5.99,overcast clouds
575,Alice Springs,AU,-23.7,133.88,56.75,67,6,5.75,clear sky
576,Kayerkan,RU,69.35,87.76,-22.2,84,24,4.03,few clouds
577,San Rafael Del Sur,NI,11.85,-86.44,83.32,71,88,9.42,overcast clouds
578,Dawson Creek,CA,55.77,-120.24,34.07,83,55,1.61,broken clouds
579,Olafsvik,IS,64.89,-23.71,44.4,80,52,7.83,broken clouds
580,Turbat,PK,26.0,63.04,76.1,26,0,6.33,clear sky
581,Bichura,RU,50.59,107.6,19.04,80,96,3.83,overcast clouds
582,Tahoua,NE,14.89,5.27,73.63,16,0,10.76,clear sky
583,Gamba,GA,-2.65,10.0,75.16,87,100,5.53,overcast clouds
584,Katherine,AU,-14.47,132.27,79.12,83,40,4.61,scattered clouds
585,Cave Spring,US,37.23,-80.01,49.21,53,40,6.91,scattered clouds
586,Etchojoa,MX,26.92,-109.63,82.27,50,51,8.52,broken clouds
587,Dhamtari,IN,20.71,81.55,58.05,68,1,2.53,clear sky
588,Jiehu,CN,35.54,118.46,41.95,55,6,3.11,clear sky
589,Oranjestad,AW,12.52,-70.03,84.15,83,40,14.97,scattered clouds
590,Nandyal,IN,15.48,78.48,71.22,92,62,2.73,broken clouds
591,Sistranda,NO,63.73,8.83,42.76,85,100,17.52,overcast clouds
592,Muravlenko,RU,63.79,74.52,-8.23,92,90,18.05,overcast clouds
593,La Victoria,VE,10.22,-67.33,76.8,88,100,1.32,overcast clouds
594,Moroni,KM,-11.7,43.26,76.95,79,2,4.88,clear sky
595,Ust-Maya,RU,60.42,134.53,-8.3,95,100,7.31,overcast clouds
596,Abu Samrah,SY,35.3,37.18,63.54,53,15,5.19,few clouds
597,Raga,SS,8.46,25.68,74.48,27,60,4.45,broken clouds
598,Aneza,GR,39.09,20.92,59.09,89,6,2.57,clear sky
599,Houma,US,29.6,-90.72,68.0,78,0,16.11,clear sky
600,Marzuq,YE,14.4,46.47,62.56,64,3,2.17,clear sky
601,Balkhash,KZ,46.84,74.98,40.73,88,100,28.72,overcast clouds
602,Niigata,JP,37.9,139.02,47.91,71,100,3.89,overcast clouds
603,Plastun,RU,44.76,136.29,22.64,77,6,7.05,clear sky
604,Northam,GB,51.03,-4.22,54.25,88,97,22.93,overcast clouds
605,Sinegorskiy,RU,48.01,40.84,32.59,72,2,6.49,clear sky
606,Terrace,CA,54.52,-128.6,38.93,82,100,0.81,overcast clouds
607,La Ferte-Bernard,FR,48.19,0.65,47.82,92,64,7.54,broken clouds
608,Mwanza,TZ,-2.52,32.9,70.74,73,80,2.62,light rain
609,Ucluelet,CA,48.93,-125.55,46.09,92,1,3.0,clear sky
610,Aswan,EG,24.09,32.91,70.56,39,0,10.63,clear sky
611,Verkhnevilyuysk,RU,63.45,120.32,-30.1,100,91,3.22,overcast clouds
612,Udachnyy,RU,66.42,112.4,-29.09,100,54,3.18,broken clouds
613,Puerto Madryn,AR,-42.77,-65.04,71.51,36,36,2.73,scattered clouds
614,Datong,CN,40.09,113.29,33.28,48,0,3.8,clear sky
615,Yazd,IR,31.9,54.37,50.11,57,0,4.61,clear sky
616,Ustka,PL,54.58,16.86,43.65,84,100,8.66,overcast clouds
617,Acarau,BR,-2.89,-40.12,80.26,78,93,16.44,overcast clouds
618,Sydney,AU,-33.87,151.21,68.49,62,20,9.22,few clouds
619,Unguia,CO,8.04,-77.09,81.25,88,93,2.19,overcast clouds
620,Orcopampa,PE,-15.27,-72.34,61.61,20,8,13.6,clear sky
621,El Carmen,CO,8.51,-73.45,72.7,95,85,2.24,overcast clouds
622,San Alberto,CO,7.76,-73.39,82.54,83,76,2.19,broken clouds
623,Raudeberg,NO,61.99,5.14,47.95,74,100,2.57,overcast clouds
624,Flin Flon,CA,54.77,-101.86,18.86,79,62,5.73,broken clouds
625,Pando,UY,-34.72,-55.95,64.49,94,75,10.36,broken clouds
626,Daru,PG,-9.08,143.21,80.1,84,100,4.65,moderate rain
627,Arandis,NA,-22.42,14.97,63.0,61,0,3.67,clear sky
628,Molnlycke,SE,57.66,12.12,47.61,86,100,4.61,overcast clouds
629,Gizo,SB,-8.1,156.84,82.98,76,36,5.75,scattered clouds
630,Magaria,NE,13.0,8.91,72.61,20,17,10.38,few clouds
631,Pringsewu,ID,-5.36,104.97,72.68,93,100,3.33,light rain
632,Norsup,VU,-16.07,167.38,81.73,72,0,1.19,clear sky
633,Lhokseumawe,ID,5.18,97.15,76.42,89,100,7.16,light rain
634,Ifo,NG,6.81,3.2,78.03,81,12,3.6,few clouds
635,Antsohihy,MG,-14.88,47.99,78.12,74,18,2.86,few clouds
636,Jaru,BR,-10.44,-62.47,89.55,49,99,2.82,overcast clouds
637,Pimentel,PE,-6.84,-79.93,66.43,80,59,15.1,broken clouds
638,Taloqan,AF,36.74,69.53,46.0,64,2,3.31,clear sky
639,Fox Lake,US,42.4,-88.18,40.91,53,100,3.0,overcast clouds
640,Yining,CN,29.04,114.56,50.25,94,94,1.01,overcast clouds
641,Rocha,UY,-34.48,-54.33,62.31,95,98,13.67,moderate rain
642,Saint-Ambroise,CA,48.55,-71.33,30.58,67,99,9.98,overcast clouds
643,Bani Walid,LY,31.76,13.99,63.27,68,1,5.75,clear sky
644,Ararat,AM,39.83,44.7,39.54,52,6,0.31,clear sky
645,San Juan,AR,-31.54,-68.54,84.94,16,0,5.88,clear sky
646,Bandarbeyla,SO,9.49,50.81,78.78,71,1,14.65,clear sky
647,Porosozero,RU,62.72,32.73,31.95,96,94,2.66,overcast clouds
648,Jiayuguan,CN,39.82,98.3,29.82,32,74,0.78,broken clouds
649,Camalu,MX,30.85,-116.07,64.69,44,57,7.18,broken clouds
650,Cruzeiro Do Sul,BR,-29.51,-51.99,75.25,49,0,10.07,clear sky
651,Zalantun,CN,48.0,122.72,18.14,83,2,4.18,clear sky
652,Belmonte,BR,-15.86,-38.88,77.41,86,82,9.66,broken clouds
653,Acari,PE,-15.43,-74.62,75.18,56,3,9.19,clear sky
654,Sorland,NO,67.67,12.69,44.46,67,7,15.43,clear sky
655,Yairipok,IN,24.67,94.07,54.1,94,7,1.54,clear sky
656,Sungaipenuh,ID,-2.08,101.38,62.2,97,100,1.5,overcast clouds
657,Dakar,SN,14.69,-17.44,77.88,68,100,14.18,overcast clouds
658,Soma,TR,39.19,27.61,47.23,91,14,7.52,few clouds
659,Juneau,US,58.3,-134.42,43.21,100,100,3.38,light snow
660,Matara,LK,5.95,80.54,73.35,92,100,2.28,overcast clouds
661,Acambay,MX,19.96,-99.84,70.48,26,27,6.46,scattered clouds
662,Fairbanks,US,64.84,-147.72,28.6,91,100,0.0,light snow
663,Mehamn,NO,71.04,27.85,39.15,87,75,16.11,light intensity shower rain
664,Manzhouli,CN,49.6,117.43,8.15,87,16,5.06,few clouds
665,Great Bend,US,38.36,-98.76,26.73,87,100,12.66,snow
666,Mozarlandia,BR,-14.74,-50.57,88.81,43,50,6.04,scattered clouds
667,Timmins,CA,48.47,-81.33,22.82,93,100,9.22,overcast clouds
668,Diveyevo,RU,55.04,43.24,28.15,76,83,13.82,broken clouds
669,Talnakh,RU,69.49,88.4,-23.76,87,26,4.27,scattered clouds
670,Guadalupe Victoria,MX,32.29,-115.1,68.07,15,99,10.49,overcast clouds
671,Manokwari,ID,-0.87,134.08,79.74,77,100,5.93,overcast clouds
672,Vila Do Maio,CV,15.13,-23.22,75.99,75,26,17.43,scattered clouds
